Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Casa comercial;San Borja;0;0;0;100;8500.0;;
Casa en condominio;Jesús María;5;2;5;400;8500.0;1000.0;480.0
Casa;Jesús María;4;4;2;258;4800.0;350.0;
Casa en condominio;Ate;5;3;5;350;13000.0;710.0;630.0
Casa;Villa María del Triunfo;4;1;1;141;2500.0;400.0;250.0
Casa;La Punta;4;4;1;275;4500.0;;2104.0
Casa;Lince;2;2;0;80;2000.0;;
Casa en condominio;Ate;5;5;5;800;40000.0;1000.0;15000.0
Casa;La Punta;2;1;0;80;2000.0;100.0;25.0
Casa en condominio;Jesús María;4;3;3;350;7500.0;900.0;
Casa;Villa María del Triunfo;3;1;1;100;2200.0;650.0;
Casa en condominio;Ate;4;3;3;370;9500.0;2333.0;1420.0
Casa en condominio;San Luis;3;2;1;130;2300.0;567.0;
Casa;Santa Rosa;3;1;1;146;2200.0;;103.0
Casa;Punta Hermosa;6;2;6;333;20000.0;;697.0
Casa en condominio;Ate;4;0;2;288;12000.0;510.0;4910.0
Casa en condominio;Ate;5;2;2;400;14000.0;2500.0;
Casa en condominio;Lurín;5;0;2;250;15000.0;;
Casa;Chorrillos;1;1;0;30;800.0;40.0;
Casa en condominio;Ate;4;2;4;595;30000.0;2500.0;2510.0
Casa;La Perla;3;2;3;450;25000.0;;400.0
Casa en condominio;Jesús María;4;1;1;439;8500.0;1350.0;914.0
Casa;Los Olivos;3;0;0;40;1500.0;150.0;
Casa de villa;Villa María del Triunfo;3;1;1;110;2300.0;;130.0
Casa en condominio;Jesús María;5;0;4;450;12000.0;1420.0;12524.0
Casa de villa;Jesús María;4;2;2;900;10000.0;1650.0;1520.0
Casa;Lince;2;1;0;80;1000.0;;
Casa;La Perla;6;3;6;790;30000.0;900.0;1532.0
Casa comercial;Lurigancho;0;0;0;171;9500.0;;10164.0
Casa;Ate;2;0;0;50;1200.0;;
Casa en condominio;Ate;4;4;4;622;10000.0;1380.0;1486.0
Casa en condominio;Jesús María;5;3;5;350;6000.0;495.0;296.0
Casa;San Luis;3;1;2;15;7077.0;;
Casa de villa;San Miguel;3;1;3;140;3990.0;90.0;225.0
Casa en condominio;Ate;5;5;5;617;13000.0;1450.0;1641.0
Casa en condominio;San Luis;3;1;0;92;1900.0;700.0;700.0
Casa en condominio;Callao;3;3;1;213;2700.0;510.0;221.0
Casa en condominio;Ate;4;4;4;610;16500.0;1000.0;16964.0
Casa en condominio;Ate;4;2;4;550;16000.0;2100.0;2000.0
Casa comercial;San Miguel;0;1;0;80;3800.0;;
Casa comercial;Lurigancho;4;0;1;182;8000.0;;14000.0
Casa;Jesús María;4;3;3;226;3500.0;1400.0;
Casa comercial;San Luis;9;6;1;240;7000.0;;618.0
Casa en condominio;Ate;7;6;6;1350;30000.0;;
Casa de villa;San Juan de Lurigancho;1;0;0;20;380.0;;
Casa de villa;San Isidro;1;0;0;40;600.0;;
Casa;Ventanilla;2;0;0;40;1300.0;;
Casa en condominio;Jesús María;4;3;4;270;6000.0;850.0;600.0
Casa;Chorrillos;4;5;0;600;22000.0;;3142.0
Casa;Chaclacayo;3;0;0;50;1800.0;;24.0
Casa en condominio;La Punta;2;1;1;70;1350.0;360.0;325.0
Casa en condominio;Callao;3;3;2;165;3200.0;150.0;760.0
Casa;La Punta;3;1;3;77;2500.0;;
Casa de villa;Chorrillos;3;4;1;268;2000.0;30.0;1500.0
Casa;Callao;3;2;2;400;7800.0;;300.0
Casa en condominio;Punta Hermosa;4;1;2;242;7500.0;2400.0;4320.0
Casa;San Miguel;1;0;0;57;850.0;;
Casa comercial;Santa Anita;0;15;0;250;15000.0;;884.0
Casa;Pucusana;2;0;0;160;2800.0;;
Casa en condominio;Ate;5;0;4;100;12000.0;1807.0;2136.0
Casa en condominio;Ate;7;10;7;1400;25000.0;2000.0;
Casa comercial;Lurigancho;0;0;0;356;22000.0;;227.0
Casa comercial;San Luis;0;0;0;220;3700.0;;992.0
Casa;Los Olivos;1;0;0;15;400.0;;
Casa en condominio;Ate;5;6;5;700;18000.0;1900.0;1850.0
Casa;Jesús María;4;4;4;239;5000.0;1300.0;
Casa en condominio;Ate;5;4;5;800;12000.0;1100.0;
Casa;Lince;2;1;2;74;1200.0;;
Casa de villa;El Agustino;2;0;0;50;660.0;;
Casa comercial;Pachacámac;0;0;0;490;10000.0;;803.0
Casa en condominio;Punta Hermosa;5;2;1;307;6500.0;2400.0;257.0
Casa en condominio;Comas;2;0;2;90;4000.0;1000.0;200.0
Casa;Chaclacayo;2;0;0;56;1100.0;;
Casa de villa;San Miguel;2;1;1;52;2500.0;500.0;
Casa de villa;Santiago de Surco;1;0;0;25;500.0;;
Casa;Pucusana;6;4;6;550;25000.0;;672.0
Casa;San Luis;1;0;0;50;800.0;;80.0
Casa en condominio;Ate;4;6;4;900;17000.0;1200.0;22000.0
Casa en condominio;Ate;5;4;5;674;27000.0;2100.0;19369.0
Casa;Independencia;2;0;0;60;800.0;;
Casa;Los Olivos;3;4;0;330;5000.0;;
Casa en condominio;Ate;5;2;5;758;25000.0;1510.0;20500.0
Casa de villa;San Luis;2;1;0;70;1650.0;50.0;
Casa comercial;San Miguel;11;1;0;300;10000.0;;124.0
Casa comercial;Chorrillos;11;5;0;570;14000.0;;
Casa;Cieneguilla;2;0;0;25;800.0;;
Casa en condominio;Callao;4;4;1;167;2750.0;990.0;177.0
Casa;La Perla;4;0;3;500;18000.0;1500.0;1100.0
Casa;San Miguel;3;5;1;260;6500.0;;1031.0
Casa comercial;La Punta;5;15;0;1000;29000.0;;
Casa en condominio;El Agustino;1;0;0;35;750.0;;
Casa de villa;Chorrillos;2;1;1;81;2500.0;350.0;71.0
Casa en condominio;Lince;2;1;2;85;1000.0;;
Casa en condominio;Rímac;4;4;4;732;15000.0;3473.0;
Casa;El Agustino;2;0;0;86;875.0;;
Casa de villa;Ventanilla;1;0;0;48;1200.0;;66.0
Casa en condominio;Ate;4;5;4;870;12800.0;1920.0;1399.0
Casa en condominio;Ate;7;8;7;1450;30000.0;1500.0;2800.0
Casa en condominio;Ate;4;4;2;300;6500.0;1145.0;
Casa en condominio;Ate;5;4;5;700;35000.0;;
Casa en condominio;Jesús María;4;2;3;226;3900.0;1547.0;423.0
Casa de villa;San Luis;3;1;0;120;1800.0;100.0;17.0
Casa en condominio;La Perla;5;4;1;705;10000.0;1000.0;1700.0
Casa;Jesús María;3;4;1;400;8500.0;;
Casa de villa;La Molina;1;0;0;24;680.0;;16.0
Casa en condominio;Ate;4;3;4;350;7000.0;7068.0;5266.0
Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0
Casa;Lince;2;0;0;75;1400.0;;
Casa;Bellavista;2;0;0;55;600.0;;
Casa;Lince;2;1;0;80;1200.0;;
Casa en condominio;Ate;3;4;3;600;16000.0;2200.0;1200.0
Casa en condominio;Punta Hermosa;4;4;4;1200;24500.0;1600.0;3498.0
Casa;Rímac;0;0;0;300;39000.0;;2100.0
Casa;San Isidro;2;1;0;60;850.0;;
Casa en condominio;Villa María del Triunfo;4;2;3;380;3491.0;650.0;
Casa;Lince;4;1;1;150;8000.0;;
Casa comercial;San Bartolo;0;0;0;288;2200.0;;121.0
Casa en condominio;Ate;4;3;2;440;8100.0;900.0;600.0
Casa en condominio;Ate;4;2;3;407;9000.0;1100.0;874.0
Casa de villa;El Agustino;1;0;0;60;800.0;;
Casa en condominio;Jesús María;5;4;4;900;10000.0;1380.0;2200.0
Casa en condominio;Lince;2;2;0;141;1550.0;120.0;61.0
Casa comercial;San Miguel;0;0;0;43;6500.0;;260.0
Casa comercial;Callao;0;0;0;779;20000.0;;
Casa comercial;Chorrillos;7;3;7;200;19900.0;;1300.0
Casa en condominio;Jesús María;4;3;4;250;10000.0;2000.0;345.0
Casa en condominio;San Luis;4;0;4;300;6000.0;690.0;
Casa;Lince;3;4;1;212;2500.0;;600.0
Casa de villa;Chorrillos;4;2;2;200;8000.0;200.0;261.0
Casa;Pueblo Libre;1;1;0;55;900.0;;
Casa;Jesús María;6;2;6;349;10000.0;;494.0
Casa;Lince;2;1;0;160;2200.0;;
Casa de villa;Ate;2;1;0;60;900.0;100.0;
Casa en condominio;Ate;4;3;1;350;7500.0;970.0;635.0
Casa;La Perla;6;5;3;650;20000.0;;19230.0
Casa;Comas;4;0;1;150;6500.0;1527.0;360.0
Casa en condominio;Ate;5;10;5;2000;35009.0;;
Casa en condominio;Ate;4;4;3;622;10000.0;1390.0;1514.0
Casa;Pueblo Libre;2;0;0;75;700.0;50.0;
Casa en condominio;Mi Perú;4;3;1;510;7000.0;830.0;480.0
Casa en condominio;Punta Hermosa;4;2;1;240;5500.0;2200.0;3400.0
Casa;Jesús María;4;3;4;255;9800.0;640.0;380.0
Casa;Mi Perú;3;4;1;275;4000.0;;200.0
Casa en condominio;Carmen de La Legua;3;2;1;180;3750.0;750.0;139.0
Casa;Jesús María;4;2;3;360;12000.0;;
Casa;Ate;4;4;2;600;30000.0;1100.0;1399.0
Casa;Santiago de Surco;3;1;0;225;12000.0;;385.0
Casa;Carabayllo;1;0;0;50;790.0;;
Casa en condominio;Ate;3;6;3;600;25000.0;;
Casa;San Luis;2;0;0;80;1300.0;;
Casa comercial;Pucusana;4;20;0;434;8000.0;;450.0
Casa en condominio;Ate;1;0;0;30;560.0;90.0;10.0
Casa en condominio;Ancón;2;0;0;80;900.0;50.0;120.0
Casa de villa;El Agustino;2;0;0;75;1500.0;;
Casa en condominio;Callao;4;3;2;380;5400.0;390.0;
Casa en condominio;Ate;5;4;4;700;7500.0;1800.0;16000.0
Casa de villa;Chorrillos;4;2;2;200;8000.0;130.0;1300.0
Casa comercial;Chorrillos;0;2;0;460;10000.0;;1712.0
Casa de villa;San Miguel;3;1;0;140;3200.0;;
Casa en condominio;Villa María del Triunfo;3;1;2;130;1950.0;330.0;
Casa comercial;Chorrillos;1;6;0;500;23000.0;490.0;791.0
Casa comercial;Chorrillos;0;4;0;410;18000.0;;1679.0
Casa;Chorrillos;4;1;1;128;1600.0;;228.0
Casa en condominio;Ate;5;6;5;772;20000.0;1400.0;
Casa;San Miguel;2;1;0;96;1900.0;;105.0
Casa comercial;San Miguel;0;0;0;400;16000.0;;600.0
Casa en condominio;Ate;5;7;4;550;12000.0;1985.0;1300.0
Casa en condominio;Jesús María;3;4;1;210;6500.0;1670.0;707.0
Casa de villa;Ventanilla;2;0;0;90;1500.0;40.0;76.0
Casa de villa;Carabayllo;1;1;0;35;500.0;;
Casa;Villa El Salvador;3;2;1;100;2000.0;;
Casa de villa;Punta Hermosa;5;1;1;190;5800.0;50.0;159.0
Casa;La Perla;4;1;2;350;8500.0;;554.0
Casa;Surquillo;2;0;0;55;600.0;;
Casa;La Victoria;3;0;0;107;1600.0;;
Casa en condominio;Ate;4;2;2;330;10009.0;820.0;
Casa;San Juan de Miraflores;2;1;0;80;1000.0;;
Casa de villa;Mi Perú;1;0;0;40;900.0;;
Casa de villa;El Agustino;2;0;0;60;1100.0;;
Casa en condominio;Callao;3;3;2;165;3200.0;150.0;760.0
Casa;Ate;5;4;4;600;7000.0;;1370.0
Casa de villa;Puente Piedra;4;0;0;110;2000.0;70.0;15.0
Casa;Santa Anita;3;1;0;87;1700.0;40.0;
Casa;San Miguel;4;1;0;230;5000.0;;
Casa en condominio;Ate;6;3;4;600;13000.0;800.0;1600.0
Casa en condominio;Ate;6;6;6;1621;13500.0;1250.0;1800.0
Casa en condominio;Ate;5;6;5;900;20000.0;3300.0;11000.0
Casa de villa;Ancón;1;0;0;24;400.0;;
Casa;Comas;4;0;0;280;25000.0;;
Casa de villa;Lince;1;1;0;70;750.0;50.0;
Casa en condominio;Ate;4;3;4;585;17500.0;1850.0;1200.0
Casa en condominio;Ate;5;4;5;788;18000.0;2200.0;20000.0
Casa en condominio;Jesús María;4;5;1;350;6000.0;826.0;210.0
Casa en condominio;Jesús María;4;2;4;240;5000.0;975.0;400.0
Casa en condominio;Ate;4;2;2;450;6990.0;1140.0;200.0
Casa;Lince;3;1;0;80;950.0;;
Casa en condominio;La Punta;5;2;0;300;3200.0;50.0;150.0
Casa;Jesús María;5;0;5;480;3000.0;400.0;
Casa;Carmen de La Legua;2;1;0;60;1200.0;80.0;
Casa en condominio;Ate;4;0;4;815;27000.0;2700.0;12000.0
Casa en condominio;Ate;4;4;2;300;6500.0;1145.0;786.0
Casa;Lince;3;1;3;287;2500.0;;
Casa;Santa Rosa;2;0;0;52;1300.0;;
Casa en condominio;Ate;5;6;4;1000;15000.0;2500.0;
Casa;Santa Rosa;2;2;1;180;2200.0;;680.0
Casa;Villa María del Triunfo;8;4;6;380;17000.0;;
Casa en condominio;Jesús María;4;3;2;340;8000.0;960.0;4250.0
Casa de villa;Magdalena del Mar;2;0;0;60;860.0;;23.0
Casa en condominio;Ate;4;3;3;622;9500.0;1380.0;1486.0
Casa;Lince;1;0;0;50;550.0;;
Casa en condominio;Villa María del Triunfo;4;2;4;250;4000.0;375.0;130.0
Casa;San Luis;3;1;1;120;2000.0;135.0;75.0
Casa comercial;Chorrillos;0;0;0;261;20000.0;;
Casa en condominio;Ate;4;9;4;943;29000.0;3000.0;2678.0
Casa en condominio;Ate;4;5;3;650;14990.0;1750.0;850.0
Casa comercial;Ventanilla;0;2;0;213;4950.0;;194.0
Casa en condominio;Ate;4;3;1;800;7009.0;;
Casa comercial;Rímac;0;0;0;50;40000.0;1000.0;1000.0
Casa;Jesús María;10;0;6;800;8500.0;;
Casa en condominio;Jesús María;4;2;2;190;4500.0;880.0;550.0
Casa;Breña;3;0;1;300;11500.0;;
Casa de villa;Callao;1;0;0;30;500.0;;
Casa en condominio;Jesús María;4;4;3;492;5800.0;1000.0;1100.0
Casa;Carabayllo;1;1;0;60;900.0;;
Casa en condominio;Jesús María;5;4;3;450;9800.0;800.0;
Casa;Lince;3;1;2;120;1400.0;;
Casa comercial;Jesús María;5;8;4;300;12000.0;;390.0
Casa;Jesús María;2;3;1;110;3200.0;;300.0
Casa en condominio;Jesús María;5;3;4;280;10000.0;;
Casa comercial;Chorrillos;4;0;0;216;18000.0;;
Casa;Lince;3;2;1;277;2400.0;;
Casa en condominio;Ate;4;7;4;650;16000.0;1750.0;850.0
Casa en condominio;San Luis;2;1;0;71;1700.0;654.0;
Casa en condominio;Ate;4;4;4;700;30000.0;1600.0;1500.0
Casa;Punta Hermosa;5;1;2;300;7000.0;180.0;573.0
Casa en condominio;Ate;4;3;3;600;17000.0;1400.0;1000.0
Casa;Lince;2;0;0;56;850.0;;
Casa;Comas;3;0;0;120;5600.0;1500.0;399.0
Casa en condominio;Callao;4;5;1;282;3900.0;450.0;250.0
Casa en condominio;Ate;6;3;6;1100;20000.0;2300.0;2400.0
Casa comercial;Chorrillos;0;1;0;400;15000.0;;
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0
Casa en condominio;Jesús María;4;2;4;475;10000.0;2700.0;300.0
Casa en condominio;Villa El Salvador;4;4;2;380;4800.0;510.0;220.0
Casa en condominio;Villa María del Triunfo;3;2;1;200;3000.0;350.0;50.0
Casa en condominio;Jesús María;4;2;3;360;15000.0;;672.0
Casa;Comas;1;0;0;55;800.0;;
Casa en condominio;Punta Hermosa;4;2;3;450;28000.0;1600.0;1400.0
Casa;La Perla;5;1;1;330;8000.0;;611.0
Casa;Lince;3;0;1;90;2200.0;;
Casa comercial;Chorrillos;22;8;0;432;30000.0;;3236.0
Casa;Callao;5;3;1;318;5000.0;;335.0
Casa;Callao;4;1;2;416;13000.0;;
Casa;Lince;2;0;0;60;700.0;;
Casa de villa;Santa María del Mar;3;1;1;105;1500.0;;
Casa de villa;San Martín de Porres;2;0;0;65;800.0;20.0;100.0
Casa en condominio;Ate;5;1;2;250;7000.0;1600.0;530.0
Casa en condominio;Ate;5;2;5;679;20000.0;1800.0;1687.0
Casa en condominio;Jesús María;4;2;2;220;6500.0;1363.0;3094.0
Casa en condominio;Ate;4;1;4;350;10000.0;1300.0;940.0
Casa en condominio;Ate;5;0;5;1200;13000.0;1600.0;
Casa en condominio;Jesús María;6;3;5;636;24000.0;1900.0;1900.0
Casa en condominio;Ate;4;7;4;560;15000.0;2300.0;1709.0
Casa;La Victoria;1;1;0;60;850.0;;
Casa en condominio;Jesús María;5;3;5;350;6000.0;490.0;296.0
Casa en condominio;Jesús María;4;2;4;258;7000.0;730.0;
Casa en condominio;Callao;4;2;1;120;1800.0;195.0;30.0
Casa comercial;El Agustino;0;3;0;270;5000.0;;90.0
Casa en condominio;Ate;5;2;2;320;9000.0;1600.0;610.0
Casa;Mi Perú;4;1;0;100;1300.0;;
Casa de villa;Magdalena del Mar;2;0;0;35;750.0;;
Casa de villa;Carmen de La Legua;1;0;0;40;600.0;65.0;19.0
Casa;San Miguel;6;8;2;215;6000.0;;3500.0
Casa;Lurigancho;5;4;4;800;35000.0;;1794.0
Casa;Lince;3;4;1;250;2500.0;;600.0
Casa en condominio;Ate;4;4;1;311;7500.0;970.0;686.0
Casa;Chorrillos;7;1;3;250;12000.0;;1881.0
Casa en condominio;Ate;5;2;5;360;15000.0;700.0;905.0
Casa en condominio;Jesús María;5;5;5;480;6500.0;1000.0;1500.0
Casa;Carmen de La Legua;2;1;0;55;1000.0;;
Casa;Ancón;2;0;0;75;850.0;;
Casa;San Juan de Lurigancho;3;3;1;437;6000.0;;1052.0
Casa de villa;Santa María del Mar;3;0;0;100;1800.0;;
Casa en condominio;Ate;6;4;4;824;12000.0;2162.0;
Casa;La Perla;4;4;0;450;14900.0;;500.0
Casa en condominio;Rímac;4;4;4;984;36000.0;3200.0;4170.0
Casa;Ate;2;0;0;60;1000.0;;
Casa;Comas;2;0;0;49;1000.0;71.0;
Casa;San Luis;2;0;0;60;1000.0;;14.0
Casa comercial;Lince;0;0;0;1200;25000.0;;
Casa;Ate;5;2;5;600;14000.0;790.0;5400.0
Casa;Lince;2;4;1;120;2500.0;;
Casa en condominio;Punta Hermosa;4;4;2;500;12000.0;;879.0
Casa;Chaclacayo;3;1;0;70;1950.0;;
Casa;Villa María del Triunfo;3;3;3;200;3500.0;260.0;
Casa en condominio;Jesús María;5;3;3;500;15000.0;1400.0;800.0
Casa de villa;Bellavista;2;0;0;40;650.0;120.0;
Casa en condominio;Ate;7;10;5;773;15000.0;2900.0;2000.0
Casa;Ate;4;4;4;550;18000.0;1550.0;1860.0
Casa en condominio;Ate;5;6;5;646;13000.0;1400.0;1643.0
Casa en condominio;Villa El Salvador;2;1;0;70;1800.0;320.0;
Casa;Santiago de Surco;0;1;0;150;6500.0;;1815.0
Casa;Pucusana;4;2;1;500;10000.0;1600.0;
Casa en condominio;La Molina;5;3;3;494;5000.0;380.0;2748.0
Casa comercial;Jesús María;5;3;3;360;15000.0;;
Casa;Ate;4;2;2;332;8000.0;510.0;638.0
Casa en condominio;Ate;4;2;1;519;6500.0;1100.0;1096.0
Casa;La Perla;2;1;0;70;800.0;;
Casa en condominio;Jesús María;4;4;2;600;30000.0;1100.0;13999.0
Casa;Punta Hermosa;5;2;2;300;7000.0;290.0;500.0
Casa en condominio;Ate;4;0;4;869;24000.0;2214.0;2376.0
Casa;Chaclacayo;1;0;0;30;650.0;;
Casa;Pucusana;1;0;0;35;1000.0;50.0;
Casa en condominio;Jesús María;3;3;3;138;4000.0;750.0;250.0
Casa en condominio;Ate;4;5;4;900;10000.0;2500.0;2200.0
Casa;Punta Hermosa;3;1;1;300;7000.0;;572.0
Casa en condominio;Ate;5;0;2;800;12000.0;1400.0;2000.0
Casa en condominio;Ventanilla;2;0;0;50;2100.0;30.0;21.0
Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;350.0
Casa de villa;San Luis;3;0;0;82;2400.0;150.0;
Casa de villa;San Luis;2;4;0;70;1300.0;250.0;14.0
Casa;San Luis;3;1;1;164;1800.0;160.0;
Casa en condominio;Ate;4;1;2;247;8000.0;1500.0;680.0
Casa;La Perla;4;2;1;680;14000.0;578.0;
Casa;Mi Perú;2;0;0;85;1300.0;;
Casa en condominio;La Perla;5;5;3;705;10000.0;980.0;1490.0
Casa;Santa Anita;2;0;0;55;1000.0;;13.0
Casa en condominio;Punta Hermosa;5;4;5;500;10000.0;2646.0;1537.0
Casa;Lince;1;1;0;60;800.0;;
Casa;Lince;3;3;0;80;1500.0;;
Casa comercial;Chorrillos;1;0;0;540;20000.0;;3734.0
Casa;Ate;4;7;3;280;5900.0;330.0;
Casa;Cieneguilla;1;0;0;35;750.0;;
Casa comercial;San Miguel;0;0;0;105;5500.0;;460.0
Casa en condominio;Ate;4;4;4;825;25000.0;2962.0;275.0
Casa en condominio;Chaclacayo;3;3;0;179;2400.0;330.0;20.0
Casa en condominio;Lince;2;1;0;130;2500.0;;
Casa comercial;Chorrillos;5;2;0;380;15500.0;;170.0
Casa en condominio;Jesús María;4;3;4;500;15000.0;1572.0;600.0
Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
Casa en condominio;Ate;6;4;5;788;18000.0;2200.0;20000.0
Casa en condominio;Ate;4;2;4;675;30000.0;1800.0;1400.0
Casa en condominio;Ate;2;5;1;970;6000.0;650.0;500.0
Casa en condominio;Callao;4;2;1;132;2700.0;1000.0;100.0
Casa comercial;Breña;0;0;0;200;20000.0;;
Casa en condominio;Villa El Salvador;3;0;3;265;4500.0;570.0;
Casa en condominio;Ate;5;6;5;1100;25000.0;2000.0;25000.0
Casa;Lurigancho;4;4;4;450;20000.0;;
Casa;Lince;2;1;0;75;850.0;;
Casa en condominio;La Perla;6;4;6;800;23000.0;900.0;1776.0
Casa en condominio;Ate;6;4;4;743;15000.0;800.0;1427.0
Casa comercial;San Miguel;0;0;0;342;10000.0;;1794.0
Casa;Breña;4;2;0;252;13500.0;;300.0
Casa;Chorrillos;7;1;3;250;12000.0;;
Casa en condominio;Ate;6;10;4;1700;35000.0;3400.0;4800.0
Casa comercial;Los Olivos;0;6;0;600;16900.0;;
Casa de villa;San Bartolo;1;0;0;49;780.0;;
Casa en condominio;Jesús María;5;3;5;800;10000.0;1500.0;171.0
Casa en condominio;Lurigancho;2;1;0;100;1300.0;150.0;
Casa en condominio;Ate;5;4;5;900;20000.0;1310.0;17000.0
Casa;Ate;4;4;4;402;10000.0;1500.0;1337.0
Casa;San Miguel;3;0;0;50;1300.0;;
Casa en condominio;Ate;5;4;4;474;20000.0;973.0;17300.0
Casa;Callao;3;2;0;140;6600.0;;400.0
Casa;Lince;2;0;0;60;900.0;;
Casa;Ate;4;3;4;350;12000.0;1300.0;620.0
Casa;Ate;4;3;1;200;6500.0;1100.0;
Casa en condominio;San Luis;4;2;0;300;4000.0;50.0;30.0
Casa;Comas;4;8;0;200;2500.0;;
Casa de villa;San Miguel;2;1;0;65;1800.0;227.0;50.0
Casa comercial;Callao;0;0;0;150;4800.0;;868.0
Casa en condominio;Mi Perú;2;1;0;80;1300.0;75.0;
Casa;Lince;3;2;3;230;2000.0;;
Casa en condominio;Ancón;2;1;0;50;700.0;220.0;
Casa;La Perla;3;2;0;90;900.0;;
Casa comercial;Jesús María;0;0;0;542;12000.0;;16000.0
Casa;Lurigancho;5;4;4;845;35000.0;;1642.0
Casa;Surquillo;1;0;0;40;650.0;;
Casa;Bellavista;3;1;0;80;950.0;;36.0
Casa en condominio;Lince;3;0;1;260;3300.0;520.0;1831.0
Casa en condominio;Lince;2;1;0;70;650.0;50.0;
Casa en condominio;Jesús María;4;4;2;600;12000.0;;
Casa;Mi Perú;2;1;1;100;1200.0;;
Casa;Bellavista;3;2;0;100;950.0;;
Casa;Ate;4;0;4;900;10000.0;1170.0;
Casa;San Luis;2;0;0;60;1000.0;;98.0
Casa en condominio;Mi Perú;4;2;2;270;5500.0;550.0;3000.0
Casa;Lince;3;2;1;240;1700.0;;136.0
Casa;Los Olivos;3;0;0;60;1200.0;;
Casa;Magdalena del Mar;4;10;2;447;6500.0;;2937.0
Casa;Lince;1;0;0;30;430.0;;
Casa;Jesús María;4;2;4;587;9000.0;850.0;1268.0
Casa en condominio;Ate;4;0;2;385;6490.0;1150.0;750.0
Casa;Lurigancho;4;3;4;300;20000.0;;1254.0
Casa;Lurín;3;1;0;111;3200.0;340.0;87.0
Casa;Mi Perú;3;1;1;80;1510.0;;
Casa comercial;La Punta;10;15;0;1065;29000.0;;386.0
Casa de villa;Punta Negra;3;1;1;65;1700.0;;15.0
Casa en condominio;Ate;4;3;4;869;23000.0;2215.0;2380.0
Casa;La Perla;2;1;0;80;700.0;;
Casa;Jesús María;4;3;4;324;10000.0;675.0;621.0
Casa en condominio;La Punta;4;3;2;600;20000.0;;979.0
Casa;Pucusana;2;0;0;100;1650.0;;35.0
Casa;Ate;2;2;0;80;1100.0;;13.0
Casa de villa;Villa María del Triunfo;2;0;1;50;850.0;50.0;
Casa;Ate;6;3;3;600;5900.0;1000.0;1200.0
Casa comercial;Chorrillos;2;0;0;480;28000.0;;
Casa;Lince;2;1;0;70;1200.0;;
Casa de villa;Santa María del Mar;1;0;0;32;700.0;;17.0
Casa en condominio;Villa María del Triunfo;3;2;1;220;2600.0;500.0;600.0
Casa;Lurigancho;5;4;4;845;35000.0;;16422.0
Casa;Jesús María;4;3;1;633;6000.0;;2700.0
Casa;Los Olivos;2;0;0;250;5000.0;;3800.0
Casa;Lima;2;1;0;113;1800.0;;
Casa en condominio;Villa El Salvador;4;4;2;260;5000.0;341.0;
Casa;Pucusana;3;1;1;133;2500.0;;
Casa de villa;Carabayllo;1;0;0;40;600.0;;
Casa;Mi Perú;4;1;1;270;3500.0;;
Casa;Chorrillos;2;1;0;80;3300.0;;600.0
Casa en condominio;Ate;5;4;4;1000;40000.0;1900.0;22000.0
Casa;Lurigancho;4;4;4;452;20000.0;;
Casa de villa;Chorrillos;4;0;0;131;3200.0;40.0;230.0
Casa;Jesús María;4;2;2;535;8000.0;1340.0;967.0
Casa comercial;Chaclacayo;0;0;0;150;2800.0;;470.0
Casa;Ate;5;6;4;839;32000.0;1306.0;1654.0
Casa en condominio;Ate;5;0;5;622;13000.0;500.0;1220.0
Casa en condominio;Ate;4;2;4;300;9000.0;;
Casa en condominio;Independencia;1;0;0;60;700.0;;
Casa de villa;La Perla;1;0;0;40;450.0;40.0;
Casa en condominio;Jesús María;3;2;3;168;4500.0;;
Casa;San Martín de Porres;2;0;0;160;2000.0;;1200.0
Casa;Pucusana;6;2;0;381;9000.0;;186.0
Casa en condominio;La Punta;2;0;0;60;1300.0;65.0;1.0
Casa en condominio;Ate;6;4;6;556;20000.0;1650.0;1620.0
Casa de villa;Los Olivos;1;0;0;36;700.0;;
Casa de villa;Los Olivos;3;0;0;90;1200.0;;
Casa;San Isidro;1;0;0;65;650.0;;
Casa en condominio;Jesús María;3;2;3;544;20000.0;1800.0;1600.0
Casa en condominio;Ate;5;0;3;600;15000.0;2200.0;1400.0
Casa;Ate;6;6;6;610;20000.0;;400.0
Casa;Lince;4;1;4;386;2400.0;;
Casa en condominio;Ate;4;4;3;260;10000.0;1200.0;1100.0
Casa comercial;La Punta;0;0;0;400;8000.0;;
Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0
Casa en condominio;Ate;4;2;2;385;7500.0;1150.0;750.0
Casa;Ate;4;3;4;300;15000.0;1100.0;1070.0
Casa;La Perla;2;0;0;70;900.0;;
Casa en condominio;Ate;4;2;4;600;35000.0;900.0;
Casa en condominio;Ate;4;16;4;400;10000.0;2100.0;1500.0
Casa en condominio;Jesús María;4;3;4;220;4500.0;2150.0;370.0
Casa;San Luis;1;0;0;160;5500.0;;
Casa en condominio;Jesús María;4;4;2;180;5000.0;860.0;664.0
Casa;Breña;3;1;2;360;3200.0;;
Casa;Lince;2;1;0;60;800.0;;
Casa comercial;El Agustino;0;5;0;400;5500.0;;
